DATE,vwretd,vwretx,ewretd,ewretx,sprtrn,spindx,totval
2001-12-03,-0.008432,-0.008439,-0.0074,-0.007427,-0.008381,1129.9,13488186300
2001-12-04,0.014756,0.014753,0.011957,0.011874,0.013187,1144.8,13687378200
2001-12-05,0.023123,0.022832,0.016934,0.01683,0.022318,1170.35,13999610900
2001-12-06,-0.001083,-0.001124,0.006297,0.006222,-0.002777,1167.1,13983642500
2001-12-07,-0.007313,-0.007315,0.001828,0.001819,-0.007531,1158.31,13882189000
2001-12-10,-0.015035,-0.015052,-0.007336,-0.00736,-0.015868,1139.93,13673268700
2001-12-11,-0.001758,-0.001764,0.002867,0.002842,-0.002781,1136.76,13649941000
2001-12-12,0.000557,0.000347,0.002111,0.001812,0.000273,1137.07,13657695800
2001-12-13,-0.015388,-0.015446,-0.008349,-0.008447,-0.015558,1119.38,13450783300
2001-12-14,0.003485,0.003477,0.002317,0.00225,0.003314,1123.09,13499953000
2001-12-17,0.010394,0.01037,0.005045,0.005025,0.010035,1134.36,13639978200
2001-12-18,0.008046,0.008016,0.007095,0.007025,0.007546,1142.92,13740384900
2001-12-19,0.003645,0.003599,-0.002733,-0.002805,0.00581,1149.56,13790250000
2001-12-20,-0.009356,-0.00947,-0.008644,-0.008738,-0.008377,1139.93,13657258000
2001-12-21,0.006047,0.006022,0.010194,0.010153,0.004351,1144.89,13739604900
2001-12-24,0.000228,0.000221,0.003541,0.003514,-0.00021,1144.65,13740281000
2001-12-26,0.005228,0.005191,0.007185,0.007042,0.004124,1149.37,13812070900
2001-12-27,0.006924,0.006627,0.00802,0.007638,0.006752,1157.13,13903567500
2001-12-28,0.004377,0.004338,0.009311,0.009255,0.003362,1161.02,13964355500
2001-12-31,-0.009722,-0.009724,0.006618,0.006605,-0.011145,1148.08,13848178200
2002-01-02,0.003832,0.003712,0.007914,0.007854,0.00574,1154.67,13894901500
2002-01-03,0.009844,0.00983,0.012919,0.012895,0.00918,1165.27,14032099900
2002-01-04,0.006987,0.006986,0.011263,0.011251,0.006213,1172.51,14130214900
2002-01-07,-0.006531,-0.006535,-0.000112,-0.000128,-0.006499,1164.89,14033652000
2002-01-08,-0.002443,-0.002651,0.004929,0.004899,-0.003588,1160.71,13996588000
2002-01-09,-0.004243,-0.004284,0.000727,0.000691,-0.004799,1155.14,13936679000
2002-01-10,0.000579,0.000559,0.000383,0.000354,0.001221,1156.55,13944413300
2002-01-11,-0.008776,-0.008837,-0.003945,-0.004188,-0.009468,1145.6,13822809700
2002-01-14,-0.008123,-0.008124,-0.010399,-0.010408,-0.006276,1138.41,13709970500
2002-01-15,0.005732,0.005727,0.001004,0.000975,0.006834,1146.19,13788533700
2002-01-16,-0.016273,-0.016347,-0.011007,-0.011034,-0.016245,1127.57,13562010600
2002-01-17,0.01014,0.010118,0.006987,0.006945,0.01003,1138.88,13700344300
2002-01-18,-0.010133,-0.010137,-0.006143,-0.006153,-0.009922,1127.58,13561407000
2002-01-22,-0.007796,-0.007809,-0.008083,-0.008096,-0.007334,1119.31,13453090700
2002-01-23,0.008862,0.008842,0.00776,0.007674,0.007925,1128.18,13571419800
2002-01-24,0.004027,0.004022,0.005578,0.00556,0.003519,1132.15,13626155700
2002-01-25,0.00094,0.000939,0.000221,0.000217,0.000998,1133.28,13636755600
2002-01-28,0.000101,0.000088,0.000446,0.000436,-0.000194,1133.06,13638042800
2002-01-29,-0.025331,-0.025421,-0.011386,-0.011505,-0.028613,1100.64,13291888600
2002-01-30,0.010237,0.010104,0.003632,0.003531,0.011748,1113.57,13426033400
2002-01-31,0.013196,0.013085,0.009539,0.009492,0.014934,1130.2,13623211900
2002-02-01,-0.006416,-0.006425,-0.002153,-0.002184,-0.007078,1122.2,13533385600
2002-02-04,-0.023837,-0.023847,-0.016156,-0.016173,-0.024737,1094.44,13211242300
2002-02-05,-0.004851,-0.004878,-0.007863,-0.007883,-0.004039,1090.02,13147234800
2002-02-06,-0.007193,-0.007294,-0.009992,-0.010077,-0.005972,1083.51,13051451200
2002-02-07,-0.00355,-0.003715,-0.005935,-0.005998,-0.003083,1080.17,13003815300
2002-02-08,0.015799,0.015782,0.011972,0.011949,0.014859,1096.22,13210048800
2002-02-11,0.013405,0.013362,0.007837,0.007819,0.01434,1111.94,13386621000
2002-02-12,-0.003412,-0.003435,-0.000155,-0.000193,-0.003993,1107.5,13340733200
2002-02-13,0.009546,0.00923,0.005815,0.005538,0.009941,1118.51,13462298400
2002-02-14,-0.002464,-0.002533,-0.004786,-0.004816,-0.001815,1116.48,13428273800
2002-02-15,-0.010279,-0.010314,-0.003773,-0.003802,-0.011017,1104.18,13290457700
2002-02-19,-0.018868,-0.018894,-0.014657,-0.014745,-0.018874,1083.34,13039820500
2002-02-20,0.012887,0.012809,0.004971,0.00491,0.013514,1097.98,13203789300
2002-02-21,-0.014505,-0.014526,-0.008794,-0.008808,-0.01551,1080.95,13012055800
2002-02-22,0.007242,0.007233,0.003898,0.003888,0.008224,1089.84,13105964800
2002-02-25,0.01649,0.016479,0.005126,0.005074,0.017975,1109.43,13321886300
2002-02-26,0.001059,0.000979,0.003444,0.003353,-0.000045,1109.38,13335097500
2002-02-27,0.001081,0.000748,0.002706,0.002594,0.00046,1109.89,13345667300
2002-02-28,-0.00291,-0.002939,-0.001053,-0.001084,-0.002847,1106.73,13319767600
2002-03-01,0.021869,0.021854,0.012214,0.012195,0.022634,1131.78,13611570700
2002-03-04,0.020416,0.020396,0.01514,0.01511,0.019491,1153.84,13888501300
2002-03-05,-0.00481,-0.004814,0.002758,0.002742,-0.006673,1146.14,13822556300
2002-03-06,0.013935,0.01375,0.012604,0.012477,0.01451,1162.77,14012567100
2002-03-07,-0.003776,-0.003821,0.003769,0.003715,-0.004498,1157.54,13958969100
2002-03-08,0.006939,0.006933,0.008684,0.008649,0.005849,1164.31,14055989800
2002-03-11,0.002784,0.002773,0.004548,0.004535,0.003393,1168.26,14094765800
2002-03-12,-0.002864,-0.002892,-0.002667,-0.002691,-0.002294,1165.58,14055802900
2002-03-13,-0.009091,-0.009357,-0.003444,-0.003753,-0.009858,1154.09,13924473200
2002-03-14,-0.000023,-0.000047,0.003725,0.003663,-0.00091,1153.04,13921113300
2002-03-15,0.010226,0.010214,0.004631,0.004597,0.011379,1166.16,14057491400
2002-03-18,0.001273,0.001256,0.004768,0.00475,-0.000523,1165.55,14075599300
2002-03-19,0.003372,0.003365,0.002588,0.002573,0.004067,1170.29,14122955900
2002-03-20,-0.014411,-0.014452,-0.005624,-0.005787,-0.015757,1151.85,13919853000
2002-03-21,0.003144,0.003118,0.006355,0.006328,0.001511,1153.59,13972306800
2002-03-22,-0.004248,-0.004251,-0.00043,-0.000436,-0.004239,1148.7,13922959600
2002-03-25,-0.014346,-0.014349,-0.007033,-0.007042,-0.014651,1131.87,13723590800
2002-03-26,0.005784,0.005598,0.004705,0.004359,0.005849,1138.49,13801834900
2002-03-27,0.005506,0.005477,0.005686,0.005635,0.005349,1144.58,13877991000
2002-03-28,0.003007,0.003005,0.00555,0.005531,0.002455,1147.39,13941476700
2002-04-01,-0.001037,-0.001054,-0.001189,-0.001327,-0.000741,1146.54,13926764500
2002-04-02,-0.008656,-0.008664,-0.004695,-0.004723,-0.00853,1136.76,13805907100
2002-04-03,-0.009501,-0.009647,-0.005967,-0.006031,-0.009993,1125.4,13672721600
2002-04-04,0.000922,0.000904,0.000767,0.000719,0.000835,1126.34,13685172400
2002-04-05,-0.002536,-0.002555,-0.000045,-0.000072,-0.003205,1122.73,13650188300
2002-04-08,0.002963,0.002769,0.002512,0.002483,0.00228,1125.29,13690725400
2002-04-09,-0.005543,-0.005587,-0.001595,-0.001625,-0.006656,1117.8,13614231000
2002-04-10,0.011473,0.011435,0.008542,0.00847,0.011335,1130.47,13769865300
2002-04-11,-0.021317,-0.021446,-0.010049,-0.010222,-0.023689,1103.69,13474038200
2002-04-12,0.008222,0.008217,0.011355,0.011322,0.006632,1111.01,13587812000
2002-04-15,-0.005992,-0.006005,-0.001132,-0.001198,-0.007615,1102.55,13506174000
2002-04-16,0.021963,0.021963,0.016455,0.016445,0.023418,1128.37,13802981400
2002-04-17,-0.001967,-0.002021,0.001003,0.000972,-0.002038,1126.07,13775124100
2002-04-18,-0.001513,-0.001527,0.003121,0.00309,-0.001421,1124.47,13755465600
2002-04-19,0.000728,0.000719,0.002047,0.002016,0.000623,1125.17,13765523600
2002-04-22,-0.01474,-0.014758,-0.008459,-0.008488,-0.015411,1107.83,13562298500
2002-04-23,-0.005266,-0.005267,-0.001443,-0.001458,-0.006201,1100.96,13492308200
2002-04-24,-0.006112,-0.00613,-0.002368,-0.0024,-0.007103,1093.14,13410634700
2002-04-25,-0.001791,-0.0018,-0.002207,-0.002235,-0.001519,1091.48,13386944500
2002-04-26,-0.013426,-0.013536,-0.009094,-0.009204,-0.013889,1076.32,13206655100
2002-04-29,-0.00879,-0.00884,-0.006307,-0.006391,-0.010099,1065.45,13088729500
2002-04-30,0.012116,0.012108,0.009807,0.009788,0.010765,1076.92,13268193800
2002-05-01,0.007501,0.007411,0.001006,0.000904,0.008859,1086.46,13366831500
2002-05-02,-0.001705,-0.00183,0.000092,0.000016,-0.001749,1084.56,13342548800
2002-05-03,-0.008923,-0.008951,-0.001777,-0.001827,-0.010262,1073.43,13223633400
2002-05-06,-0.018279,-0.018296,-0.01132,-0.011438,-0.01934,1052.67,12982957200
2002-05-07,-0.003717,-0.003731,-0.005558,-0.005574,-0.003021,1049.49,12934665800
2002-05-08,0.034475,0.034345,0.019044,0.018953,0.037504,1088.85,13379109400
2002-05-09,-0.01394,-0.014093,-0.008012,-0.008055,-0.014547,1073.01,13191230900
2002-05-10,-0.015373,-0.015391,-0.008233,-0.008272,-0.016794,1054.99,12988427000
2002-05-13,0.017053,0.016914,0.007367,0.007175,0.01855,1074.56,13208235900
2002-05-14,0.020937,0.020905,0.015259,0.015211,0.021144,1097.28,13483633500
2002-05-15,-0.003349,-0.003612,0.000826,0.000744,-0.005659,1091.07,13428647700
2002-05-16,0.003503,0.003466,-0.000966,-0.001035,0.006562,1098.23,13476452200
2002-05-17,0.006945,0.006894,0.003755,0.003741,0.007612,1106.59,13569902800
2002-05-20,-0.011924,-0.011928,-0.005644,-0.005683,-0.013293,1091.88,13408359400
2002-05-21,-0.01114,-0.011153,-0.008592,-0.008615,-0.01099,1079.88,13259109400
2002-05-22,0.003687,0.003628,-0.002236,-0.002296,0.005686,1086.02,13307876100
2002-05-23,0.010484,0.010463,0.007424,0.007387,0.010184,1097.08,13443033000
2002-05-24,-0.011307,-0.011312,-0.004768,-0.004789,-0.012087,1083.82,13298315300
2002-05-28,-0.006811,-0.006823,-0.001727,-0.001808,-0.008553,1074.55,13207544400
2002-05-29,-0.006594,-0.006731,-0.005692,-0.00583,-0.006412,1067.66,13119338800
2002-05-30,-0.002317,-0.002414,-0.000972,-0.001031,-0.00281,1064.66,13087909300
2002-05-31,0.002123,0.002122,0.003404,0.003389,0.002329,1067.14,13220221100
2002-06-03,-0.023891,-0.023906,-0.017748,-0.01778,-0.024795,1040.68,12902602900
2002-06-04,-0.001441,-0.001453,-0.003788,-0.003805,0.00001,1040.69,12884299300
2002-06-05,0.007669,0.007374,0.000198,0.000081,0.00885,1049.9,12980146400
2002-06-06,-0.018327,-0.018377,-0.014828,-0.014885,-0.019764,1029.15,12741420100
2002-06-07,-0.000239,-0.000243,0.001635,0.001624,-0.001574,1027.53,12756144900
2002-06-10,0.001732,0.001718,-0.00296,-0.002981,0.003124,1030.74,12777578800
2002-06-11,-0.015944,-0.015959,-0.008843,-0.008872,-0.016629,1013.6,12573632800
2002-06-12,0.004634,0.004434,-0.00426,-0.004547,0.006571,1020.26,12648873200
2002-06-13,-0.010333,-0.010365,-0.006958,-0.007032,-0.010488,1009.56,12518276300
2002-06-14,-0.000917,-0.00094,0.000333,0.000286,-0.002268,1007.27,12506357300
2002-06-17,0.026832,0.026807,0.014612,0.014531,0.028691,1036.17,12841576600
2002-06-18,0.000342,0.000297,-0.000404,-0.000504,0.000936,1037.14,12844101900
2002-06-19,-0.015505,-0.015551,-0.014484,-0.014546,-0.016536,1019.99,12644259600
2002-06-20,-0.012609,-0.012627,-0.003522,-0.003547,-0.013432,1006.29,12484592700
2002-06-21,-0.014387,-0.014402,-0.00223,-0.002256,-0.017043,989.14,12305934900
2002-06-24,0.00128,0.001272,-0.00502,-0.005045,0.003619,992.72,12321291200
2002-06-25,-0.015443,-0.015448,-0.00774,-0.007762,-0.016702,976.14,12131785400
2002-06-26,-0.003268,-0.003743,-0.008431,-0.008758,-0.002674,973.53,12086148900
2002-06-27,0.016334,0.016306,0.011504,0.011454,0.017575,990.64,12283503600
2002-06-28,0.002098,0.002088,0.011962,0.011959,-0.000838,989.81,12329875500
2002-07-01,-0.021973,-0.02199,-0.018512,-0.018545,-0.021378,968.65,12057117300
2002-07-02,-0.022423,-0.022599,-0.022552,-0.022639,-0.021225,948.09,11788998200
2002-07-03,0.003614,0.003584,-0.00478,-0.004816,0.006223,953.99,11831125500
2002-07-05,0.034437,0.034421,0.022109,0.022096,0.03673,989.03,12238263700
2002-07-08,-0.011226,-0.011557,-0.007742,-0.00779,-0.012184,976.98,12096843400
2002-07-09,-0.021878,-0.021948,-0.006812,-0.006835,-0.024719,952.83,11831360600
2002-07-10,-0.029814,-0.029856,-0.016331,-0.016384,-0.033962,920.47,11478191900
2002-07-11,0.005011,0.004939,-0.004137,-0.004328,0.007496,927.37,11534712400
2002-07-12,-0.005823,-0.005826,-0.001543,-0.001565,-0.006448,921.39,11467610400
2002-07-15,-0.004885,-0.00489,-0.01013,-0.010148,-0.003755,917.93,11411558000
2002-07-16,-0.014205,-0.014217,-0.000382,-0.000424,-0.018389,901.05,11248291300
2002-07-17,0.00599,0.005916,0.005126,0.005081,0.005538,906.04,11314814400
2002-07-18,-0.02507,-0.02509,-0.013694,-0.013741,-0.027019,881.56,11030717000
2002-07-19,-0.032917,-0.032925,-0.019187,-0.019204,-0.038341,847.76,10667310400
2002-07-22,-0.032104,-0.032126,-0.02115,-0.02117,-0.032922,819.85,10323895900
2002-07-23,-0.029557,-0.029564,-0.03114,-0.031164,-0.027017,797.7,10019218900
2002-07-24,0.052303,0.05228,0.017953,0.017921,0.057315,843.42,10543086900
2002-07-25,-0.005704,-0.005712,-0.003158,-0.003186,-0.00562,838.68,10483009500
2002-07-26,0.014898,0.014889,0.007121,0.007101,0.016884,852.84,10642081900
2002-07-29,0.053155,0.053031,0.034948,0.034834,0.054078,898.96,11207914800
2002-07-30,0.004752,0.004687,0.005469,0.005401,0.004249,902.78,11259564700
2002-07-31,0.005612,0.005491,-0.00366,-0.003733,0.009792,911.62,11336304200
2002-08-01,-0.02585,-0.026002,-0.008909,-0.008979,-0.029574,884.66,11036231000
2002-08-02,-0.022523,-0.022535,-0.017863,-0.018013,-0.023082,864.24,10785582200
2002-08-05,-0.032872,-0.0329,-0.0213,-0.021318,-0.034296,834.6,10430849800
2002-08-06,0.030122,0.030115,0.02154,0.021528,0.029919,859.57,10738381800
2002-08-07,0.016766,0.016603,0.004275,0.004148,0.02001,876.77,10922909300
2002-08-08,0.029326,0.029294,0.010703,0.010654,0.032722,905.46,11242569500
2002-08-09,0.003413,0.003235,0.002446,0.002417,0.003512,908.64,11279188700
2002-08-12,-0.003853,-0.003881,0.000037,0.000011,-0.005327,903.8,11235311000
2002-08-13,-0.020222,-0.020355,-0.011727,-0.01193,-0.021675,884.21,11006645400
2002-08-14,0.035449,0.035247,0.016207,0.0161,0.040047,919.62,11390981700
2002-08-15,0.011751,0.011656,0.004773,0.004716,0.011559,930.25,11523735500
2002-08-16,0.000815,0.000722,0.006803,0.006771,-0.001591,928.77,11532186800
2002-08-19,0.020985,0.020969,0.011822,0.011808,0.023633,950.72,11774001700
2002-08-20,-0.012101,-0.012118,-0.004417,-0.004443,-0.013979,937.43,11631251000
2002-08-21,0.013574,0.013496,0.016576,0.016526,0.012726,949.36,11784600300
2002-08-22,0.012779,0.01276,0.011882,0.011863,0.014052,962.7,11934762700
2002-08-23,-0.021578,-0.021602,-0.009216,-0.009238,-0.022686,940.86,11677230400
2002-08-26,0.008441,0.00844,0.010799,0.010795,0.007536,947.95,11775792600
2002-08-27,-0.014327,-0.014336,-0.010767,-0.01078,-0.013851,934.82,11607019500
2002-08-28,-0.017674,-0.01784,-0.013288,-0.013454,-0.018132,917.87,11402863200
2002-08-29,0.001876,0.001797,0.003511,0.003463,-0.000076,917.8,11423277000
2002-08-30,-0.002308,-0.002327,0.002642,0.002621,-0.001885,916.07,11398403100
2002-09-03,-0.038177,-0.038196,-0.02348,-0.023502,-0.041536,878.02,10963288200
2002-09-04,0.017246,0.01696,0.011838,0.011721,0.017517,893.4,11149204400
2002-09-05,-0.01546,-0.015501,-0.013083,-0.01312,-0.01595,879.15,10976086100
2002-09-06,0.017566,0.017512,0.014916,0.01487,0.0168,893.92,11168268000
2002-09-09,0.008651,0.008635,0.000346,0.000331,0.010113,902.96,11263804100
2002-09-10,0.00645,0.006438,0.0028,0.002782,0.007331,909.58,11336750100
2002-09-11,0.000661,0.000474,0.002429,0.00219,-0.000143,909.45,11342118900
2002-09-12,-0.022898,-0.023102,-0.010854,-0.011007,-0.024784,886.91,11080132500
2002-09-13,0.003227,0.003201,0.002254,0.002168,0.00327,889.81,11115600700
2002-09-16,-0.000143,-0.00017,-0.00623,-0.006248,0.00145,891.1,11113654400
2002-09-17,-0.018419,-0.018437,-0.012222,-0.01224,-0.019728,873.52,10908832700
2002-09-18,-0.005118,-0.005188,-0.006676,-0.006736,-0.004648,869.46,10852285100
2002-09-19,-0.028725,-0.028749,-0.017938,-0.017967,-0.030065,843.32,10540399300
2002-09-20,0.002166,0.002144,0.000695,0.000663,0.002455,845.39,10562830200
2002-09-23,-0.01485,-0.014879,-0.019453,-0.019492,-0.013828,833.7,10405562700
2002-09-24,-0.015063,-0.015075,-0.011324,-0.01134,-0.017284,819.29,10250338300
2002-09-25,0.023969,0.023764,0.015988,0.015916,0.024863,839.66,10494395800
2002-09-26,0.017189,0.01696,0.007838,0.007524,0.01821,854.95,10673073900
2002-09-27,-0.028405,-0.02845,-0.014741,-0.014786,-0.032259,827.37,10368762500
2002-09-30,-0.012039,-0.012042,-0.003513,-0.003526,-0.0146,815.29,10241738600
2002-10-01,0.033721,0.033702,0.008315,0.008288,0.04001,847.91,10586564000
2002-10-02,-0.022603,-0.022788,-0.011971,-0.012047,-0.023587,827.91,10343514700
2002-10-03,-0.011203,-0.011224,-0.006104,-0.006129,-0.010822,818.95,10227402100
2002-10-04,-0.022216,-0.022219,-0.016284,-0.016302,-0.022431,800.58,10000126500
2002-10-07,-0.020365,-0.020367,-0.021464,-0.021482,-0.019111,785.28,9796415020
2002-10-08,0.014046,0.013738,-0.00201,-0.002055,0.016898,798.55,9930998320
2002-10-09,-0.027466,-0.027551,-0.024272,-0.02437,-0.027287,776.76,9654291510
2002-10-10,0.033874,0.033755,0.015295,0.015095,0.034966,803.92,9981919480
2002-10-11,0.0368,0.036794,0.025612,0.025539,0.039059,835.32,10349748400
2002-10-14,0.006555,0.006555,0.003361,0.003361,0.007327,841.44,10417560700
2002-10-15,0.045154,0.045146,0.031362,0.031322,0.047336,881.27,10887866000
2002-10-16,-0.023029,-0.023109,-0.011603,-0.011681,-0.024113,860.02,10636238000
2002-10-17,0.023741,0.02372,0.025593,0.02556,0.022302,879.2,10888595800
2002-10-18,0.004828,0.004817,0.002479,0.002453,0.005903,884.39,10940956100
2002-10-21,0.016398,0.016382,0.010109,0.010094,0.017334,899.72,11120159700
2002-10-22,-0.011262,-0.011267,-0.005768,-0.005787,-0.010626,890.16,10995363700
2002-10-23,0.007435,0.007406,0.012537,0.012483,0.006718,896.14,11076778500
2002-10-24,-0.01322,-0.013233,0.001435,0.001413,-0.015221,882.5,10930201000
2002-10-25,0.016322,0.016321,0.013771,0.013764,0.017167,897.65,11109057400
2002-10-28,-0.007503,-0.007503,0.000284,0.000276,-0.008266,890.23,11025693200
2002-10-29,-0.00932,-0.009444,-0.004004,-0.00414,-0.009076,882.15,10922986500
2002-10-30,0.01054,0.010363,0.012305,0.012176,0.009704,890.71,11036487200
2002-10-31,-0.003732,-0.003883,0.005764,0.005715,-0.005557,885.76,11003231400
2002-11-01,0.017044,0.017028,0.017765,0.017716,0.01716,900.96,11189782300
2002-11-04,0.008637,0.008621,0.014831,0.014783,0.008191,908.34,11286182900
2002-11-05,0.006159,0.006129,0.002024,0.001999,0.007761,915.39,11355333000
2002-11-06,0.009795,0.009564,0.01574,0.015601,0.009144,923.76,11463924200
2002-11-07,-0.021771,-0.021939,-0.010876,-0.010913,-0.022852,902.65,11207021800
2002-11-08,-0.008825,-0.008887,-0.003371,-0.003401,-0.008763,894.74,11109980600
2002-11-11,-0.020448,-0.020448,-0.014164,-0.014164,-0.020732,876.19,10882990600
2002-11-12,0.008291,0.008235,0.008828,0.008753,0.007715,882.95,10972657500
2002-11-13,-0.000286,-0.000623,0.000303,-0.000098,-0.000476,882.53,10966126400
2002-11-14,0.024065,0.023955,0.017255,0.017206,0.024634,904.27,11228844000
2002-11-15,0.006031,0.005961,0.002716,0.002689,0.006149,909.83,11295982800
2002-11-18,-0.009038,-0.009085,-0.001622,-0.001651,-0.010409,900.36,11193488700
2002-11-19,-0.004534,-0.004545,-0.003086,-0.003102,-0.004021,896.74,11145812900
2002-11-20,0.018458,0.018376,0.015659,0.015568,0.019415,914.15,11351188400
2002-11-21,0.021235,0.021182,0.018407,0.018345,0.021452,933.76,11591584500
2002-11-22,-0.001957,-0.001966,0.005707,0.0057,-0.003438,930.55,11569863500
2002-11-25,0.0034,0.003388,0.011775,0.011762,0.002504,932.88,11608991800
2002-11-26,-0.019733,-0.019915,-0.005681,-0.005826,-0.020978,913.31,11378482800
2002-11-27,0.027215,0.027128,0.021848,0.021759,0.027986,938.87,11687423300
2002-11-29,-0.002594,-0.002646,0.004977,0.004959,-0.002727,936.31,11659670600
2002-12-02,-0.000057,-0.000066,0.003977,0.003945,-0.001901,934.53,11659209600
2002-12-03,-0.014824,-0.014839,-0.009906,-0.009928,-0.014745,920.75,11486072100
2002-12-04,-0.003824,-0.004103,-0.004973,-0.005076,-0.003454,917.57,11438930700
2002-12-05,-0.010752,-0.01079,-0.005963,-0.006002,-0.01201,906.55,11316154800
2002-12-06,0.005735,0.005695,0.002654,0.002606,0.006266,912.23,11381069900
2002-12-09,-0.021675,-0.021698,-0.018128,-0.018142,-0.022176,892,11133860000
2002-12-10,0.014143,0.014118,0.008876,0.008849,0.013957,904.45,11291136100
2002-12-11,0.000948,0.00071,0.001548,0.001238,0.000564,904.96,11303997300
2002-12-12,-0.002191,-0.002261,0.00173,0.001592,-0.003724,901.59,11278563700
2002-12-13,-0.013081,-0.013106,-0.009734,-0.009809,-0.013432,889.48,11129842800
2002-12-16,0.021629,0.021592,0.009171,0.009136,0.023519,910.4,11369483900
2002-12-17,-0.007772,-0.0078,-0.00543,-0.005452,-0.008139,902.99,11280756300
2002-12-18,-0.013167,-0.013244,-0.012766,-0.012855,-0.013145,891.12,11133013600
2002-12-19,-0.00674,-0.006906,-0.004199,-0.00425,-0.007709,884.25,11056901300
2002-12-20,0.01162,0.011589,0.004411,0.004357,0.013005,895.75,11185158400
2002-12-23,0.002633,0.002619,0.001974,0.001885,0.00182,897.38,11212032200
2002-12-24,-0.00479,-0.004822,0.001012,0.00094,-0.005471,892.47,11158802800
2002-12-26,-0.001644,-0.001662,0.002201,0.002125,-0.003149,889.66,11140224700
2002-12-27,-0.015051,-0.015451,-0.005237,-0.005701,-0.016029,875.4,10968624800
2002-12-30,0.003474,0.003429,-0.003508,-0.003581,0.004558,879.39,11006174600
2002-12-31,0.001781,0.001689,0.010114,0.010081,0.000489,879.82,11029741700
2003-01-02,0.030453,0.030362,0.01965,0.019589,0.0332,909.03,11363213800
2003-01-03,-0.000337,-0.000352,0.00208,0.002067,-0.000484,908.59,11360168700
2003-01-06,0.020191,0.020189,0.013205,0.013199,0.022474,929.01,11589613900
2003-01-07,-0.006521,-0.006555,-0.001248,-0.001264,-0.006545,922.93,11514318600
2003-01-08,-0.013261,-0.013511,-0.006641,-0.006714,-0.014086,909.93,11358309600
2003-01-09,0.018159,0.018125,0.013169,0.013146,0.019397,927.58,11564054500
2003-01-10,0.000582,0.000578,0.004003,0.003983,-0.000011,927.57,11565693100
2003-01-13,-0.001119,-0.001194,0.001845,0.001659,-0.001412,926.26,11545990600
2003-01-14,0.005331,0.005325,0.007405,0.007369,0.00583,931.66,11614596000
2003-01-15,-0.012335,-0.012472,-0.002849,-0.002967,-0.014426,918.22,11470016500
2003-01-16,-0.002893,-0.002911,0.000272,0.000241,-0.003942,914.6,11437551400
2003-01-17,-0.01385,-0.013853,-0.009388,-0.009475,-0.014017,901.78,11280243800
2003-01-21,-0.015315,-0.015325,-0.007848,-0.007882,-0.015702,887.62,11104141900
2003-01-22,-0.008945,-0.009037,-0.003619,-0.003718,-0.010432,878.36,11003736000
2003-01-23,0.009995,0.009972,0.006407,0.006381,0.010224,887.34,11113803700
2003-01-24,-0.026117,-0.026124,-0.013736,-0.013753,-0.029233,861.4,10822090000
2003-01-27,-0.016338,-0.016338,-0.014203,-0.014206,-0.01616,847.48,10645172100
2003-01-28,0.011883,0.011881,0.007776,0.007759,0.01305,858.54,10771814300
2003-01-29,0.006301,0.006099,0.002176,0.002,0.006779,864.36,10838432600
2003-01-30,-0.020058,-0.020232,-0.010819,-0.01101,-0.022849,844.61,10618823300
2003-01-31,0.01266,0.01265,0.007724,0.007687,0.01313,855.7,10757369900
2003-02-03,0.003545,0.003527,-0.001589,-0.001657,0.005399,860.32,10795132600
2003-02-04,-0.01252,-0.012537,-0.005435,-0.005459,-0.014088,848.2,10660101700
2003-02-05,-0.004549,-0.004729,-0.001873,-0.001968,-0.005435,843.59,10610327500
2003-02-06,-0.006256,-0.006495,-0.004201,-0.004278,-0.006449,838.15,10541188700
2003-02-07,-0.010231,-0.01025,-0.008207,-0.008223,-0.010094,829.69,10432889700
2003-02-10,0.006074,0.006034,0.002065,0.002046,0.007569,835.97,10495769500
2003-02-11,-0.006158,-0.006192,-0.002401,-0.002462,-0.008098,829.2,10430967400
2003-02-12,-0.012217,-0.012593,-0.009056,-0.009422,-0.012687,818.68,10299861600
2003-02-13,-0.001822,-0.001926,-0.005069,-0.005118,-0.0016,817.37,10279967200
2003-02-14,0.018219,0.018204,0.007774,0.007754,0.021435,834.89,10467265900
2003-02-18,0.019322,0.019217,0.012795,0.012764,0.0195,851.17,10667938900
2003-02-19,-0.006943,-0.007098,-0.00433,-0.004391,-0.007096,845.13,10591640300
2003-02-20,-0.007043,-0.007082,0.000068,0.000028,-0.009501,837.1,10516653300
2003-02-21,0.012364,0.012348,0.007663,0.007637,0.013224,848.17,10643095600
2003-02-24,-0.016701,-0.016715,-0.00906,-0.009067,-0.018381,832.58,10465130600
2003-02-25,0.006273,0.006267,0.001183,0.001177,0.007195,838.57,10530956800
2003-02-26,-0.011315,-0.011662,-0.005578,-0.00578,-0.013141,827.55,10408574100
2003-02-27,0.011219,0.011101,0.006534,0.006466,0.011758,837.28,10524861000
2003-02-28,0.004282,0.004259,0.0024,0.002389,0.004622,841.15,10568696100
2003-03-03,-0.006391,-0.006399,-0.002279,-0.002299,-0.007537,834.81,10499153500
2003-03-04,-0.013814,-0.013824,-0.007087,-0.007116,-0.015357,821.99,10353677600
2003-03-05,0.007475,0.007194,-0.000908,-0.001027,0.009562,829.85,10429373600
2003-03-06,-0.008139,-0.008228,-0.005656,-0.005731,-0.009339,822.1,10343964100
2003-03-07,0.006956,0.006925,-0.000818,-0.000858,0.008259,828.89,10414674100
